areaType,areaName,areaCode,date,newAdmissions,cumAdmissions
nhsRegion,London,E40000003,2020-03-28,551,4684
nhsRegion,London,E40000003,2020-03-27,639,4133
nhsRegion,London,E40000003,2020-03-26,519,3494
nhsRegion,London,E40000003,2020-03-25,675,2975
nhsRegion,London,E40000003,2020-03-24,637,2300
nhsRegion,London,E40000003,2020-03-23,505,1663
nhsRegion,London,E40000003,2020-03-22,335,1158
nhsRegion,London,E40000003,2020-03-21,311,823
nhsRegion,London,E40000003,2020-03-20,272,512
nhsRegion,London,E40000003,2020-03-19,240,240
